date,city,AWND,PRCP,SNOW,TAVG,TMAX,TMIN
2020/6/1,Chicago,12.8,0.02,0,63,76,53
2020/6/1,Honolulu,7.8,0,,80,89,75
2020/6/1,Houston,6,0,0,78,85,73
2020/6/1,LA,9.4,0,,65,75,60
2020/6/1,Miami,7.4,0,,83,90,77
2020/6/1,NYC,10.1,0,0,62,72,54
2020/6/1,Phoenix,6.7,0,,94,105,82
2020/6/1,SF,12.1,0,,62,72,55
2020/6/1,Seattle,6.9,0,0,57,68,50
2020/6/2,Atlanta,5.8,0,0,75,85,66
2020/6/2,Boston,8.5,0.02,0,56,64,49
2020/6/2,Chicago,16.1,0,0,77,94,67
2020/6/2,Honolulu,8.7,0,,81,89,75
2020/6/2,Houston,6.7,0,0,80,92,72
2020/6/2,LA,6.9,0,,67,76,60
2020/6/2,Miami,9.6,0.29,,82,89,76
2020/6/2,NYC,8.3,0,0,68,76,63
2020/6/2,Phoenix,8.5,0,,97,107,87
2020/6/2,SF,10.1,0,,65,87,56
2020/6/2,Seattle,5.4,0,0,59,66,50
2020/6/3,Atlanta,5.8,0,0,78,87,69
2020/6/3,Boston,7.4,0.01,0,65,80,55
2020/6/3,Chicago,8.1,0.19,0,79,87,67
2020/6/3,Honolulu,12.3,0,,81,89,75
2020/6/3,Houston,3.8,1.02,0,80,91,72
2020/6/3,LA,8.7,0,,67,78,61
2020/6/3,Miami,5.6,1.35,,80,87,75
2020/6/3,NYC,8.9,0.19,0,73,82,63
2020/6/3,Phoenix,6,0,,98,110,85
2020/6/3,SF,11.4,0,,70,89,58
2020/6/3,Seattle,6.9,0,0,56,66,50
2020/6/5,Atlanta,6.3,0.26,0,76,83,71
2020/6/5,Boston,11.4,0.16,0,72,81,64
2020/6/5,Chicago,6.9,0,0,79,89,70
2020/6/5,Honolulu,13.6,0,,81,88,74
2020/6/5,Houston,4.3,0,0,83,93,73
2020/6/5,LA,8.3,0,,67,70,63
2020/6/5,Miami,10.3,0,,82,88,80
2020/6/5,NYC,8.7,0.27,0,75,83,69
2020/6/5,Phoenix,7.6,0,,98,107,85
2020/6/5,SF,15.7,0,,60,64,55
2020/6/5,Seattle,6.3,0,0,58,66,51
2020/6/6,Atlanta,4.7,0.12,0,76,87,69
2020/6/6,Boston,10.5,0.14,0,75,89,62
2020/6/6,Chicago,11,0,0,74,76,59
2020/6/6,Honolulu,11.4,0,,81,88,75
2020/6/6,Houston,7.2,0.02,0,84,96,74
2020/6/6,LA,11.2,0,,65,69,61
2020/6/6,Miami,11.9,0,,84,88,82
2020/6/6,NYC,8.9,0.11,0,77,90,69
2020/6/6,Phoenix,8.5,0,,87,93,74
2020/6/6,SF,19.5,0,,59,66,55
2020/6/6,Seattle,10.5,0.01,0,57,63,51
2020/6/7,Atlanta,6.3,0,0,77,85,71
2020/6/7,Boston,9.8,0,0,62,65,57
2020/6/7,Chicago,8.5,0,0,66,79,56
2020/6/7,Honolulu,10.3,0,,80,88,73
2020/6/7,Houston,9.6,0,0,85,95,75
2020/6/7,LA,11.9,0,,65,72,58
2020/6/7,Miami,10.5,0,,85,91,82
2020/6/7,NYC,11.2,0,0,73,78,65
2020/6/7,Phoenix,9.6,0,,86,97,76
2020/6/7,SF,21.7,0,,59,66,52
2020/6/7,Seattle,10.1,0.02,0,54,64,50
2020/6/8,Atlanta,8.1,0,0,78,85,73
2020/6/8,Boston,8.3,0,0,66,79,55
2020/6/8,Chicago,8.3,0,0,75,90,62
2020/6/8,Honolulu,9.4,0,,81,88,76
2020/6/8,Houston,7.6,0,0,86,95,79
2020/6/8,LA,13,0,,71,84,65
2020/6/8,Miami,5.8,0.15,,84,88,79
2020/6/8,NYC,6.9,0,0,71,81,63
2020/6/8,Phoenix,12.5,0,,84,90,75
2020/6/8,SF,13.6,0,,60,73,52
2020/6/8,Seattle,12.3,0.03,0,57,64,51
2020/6/9,Atlanta,7.8,0.32,0,79,86,73
2020/6/9,Boston,5.6,0,0,67,80,60
2020/6/9,Chicago,15.2,0.26,0,79,91,73
2020/6/9,Honolulu,11.4,0,,80,87,74
2020/6/9,Houston,8.3,0,0,87,97,80
2020/6/9,LA,8.5,0,,78,93,63
2020/6/9,Miami,7.6,0,,85,91,79
2020/6/9,NYC,8.3,0,0,79,91,68
2020/6/9,Phoenix,6.9,0,,82,94,74
2020/6/9,SF,12.1,0,,63,82,52
2020/6/9,Seattle,7.6,0.45,0,56,62,51
2020/6/11,Atlanta,10.5,0,0,76,84,68
2020/6/11,Boston,13.6,0.74,0,67,76,62
2020/6/11,Chicago,11,0,0,68,82,59
2020/6/11,Honolulu,18.3,0,,81,87,77
2020/6/11,Houston,5.6,0,0,80,92,66
2020/6/11,LA,6.9,0,,72,78,60
2020/6/11,Miami,8.7,0.21,,83,88,78
2020/6/11,NYC,10.3,0.05,0,74,83,70
2020/6/11,Phoenix,5.8,0,,92,108,75
2020/6/11,SF,14.3,0,,63,79,55
2020/6/11,Seattle,4.9,0.12,0,62,71,57
2020/6/12,Atlanta,9.4,0.01,0,76,88,66
2020/6/12,Boston,8.9,0,0,73,84,65
2020/6/12,Chicago,8.3,0,0,70,75,54
2020/6/12,Honolulu,18.3,0,,80,87,77
2020/6/12,Houston,7.6,0,0,80,91,66
2020/6/12,LA,8.7,0,,65,70,61
2020/6/12,Miami,10.1,0.01,,82,88,77
2020/6/12,NYC,8.7,0,0,78,88,70
2020/6/12,Phoenix,8.1,0,,95,110,80
2020/6/12,SF,18.1,0,,62,67,56
2020/6/12,Seattle,7.6,0.27,0,60,59,53
2020/6/13,Atlanta,6.9,0,0,78,87,69
2020/6/13,Boston,11.2,0,0,66,68,57
2020/6/13,Chicago,15.2,0,0,58,66,52
2020/6/13,Honolulu,15.7,0,,81,88,76
2020/6/13,Houston,7.6,0,0,81,92,69
2020/6/13,LA,9.2,0,,65,73,59
2020/6/13,Miami,10.5,0.01,,83,89,78
2020/6/13,NYC,10.5,0,0,71,77,60
2020/6/13,Phoenix,9.8,0,,95,106,79
2020/6/13,SF,15.2,0,,61,68,55
2020/6/13,Seattle,8.7,0.11,0,56,63,51
2020/6/14,Atlanta,6.7,0.4,0,75,81,65
2020/6/14,Boston,10.5,0,0,60,66,53
2020/6/14,Chicago,10.1,0,0,60,68,53
2020/6/14,Honolulu,14.3,0,,80,86,76
2020/6/14,Houston,6.9,0,0,81,94,68
2020/6/14,LA,7.2,0,,65,73,59
2020/6/14,Miami,6.3,0.17,,83,89,74
2020/6/14,NYC,8.7,0,0,65,75,55
2020/6/14,Phoenix,8.1,0,,91,107,74
2020/6/14,SF,11.4,0,,63,70,58
2020/6/14,Seattle,9.2,0,0,56,67,49
2020/6/15,Atlanta,8.7,0,0,69,80,63
2020/6/15,Boston,7.6,0,0,59,65,55
2020/6/15,Chicago,6.7,0,0,63,73,52
2020/6/15,Honolulu,14.3,0,,80,87,75
2020/6/15,Houston,8.1,0,0,82,94,73
2020/6/15,LA,7.2,0,,67,74,60
2020/6/15,Miami,3.8,0.84,,81,88,73
2020/6/15,NYC,8.7,0,0,68,77,62
2020/6/15,Phoenix,7.6,0,,92,106,77
2020/6/15,SF,19.2,0,,61,70,55
2020/6/15,Seattle,9.6,0.18,0,58,64,53
2020/6/16,Atlanta,11.2,0,0,67,75,61
2020/6/16,Boston,6.5,0,0,62,70,55
2020/6/16,Chicago,6.5,0,0,69,86,57
2020/6/16,Honolulu,10.5,0.1,,79,86,73
2020/6/16,Houston,5.8,0,0,82,94,71
2020/6/16,LA,8.1,0,,66,71,63
2020/6/16,Miami,7.6,0,,80,88,73
2020/6/16,NYC,8.3,0,0,70,80,63
2020/6/16,Phoenix,7.2,0,,93,106,77
2020/6/16,SF,20.8,0,,61,68,53
2020/6/16,Seattle,6.7,0.01,0,56,68,51
2020/6/17,Atlanta,4.7,0,0,66,76,59
2020/6/17,Boston,7.8,0,0,64,73,56
2020/6/17,Chicago,6,0,0,76,87,64
2020/6/17,Honolulu,10.5,0,,79,87,73
2020/6/17,Houston,5.6,0,0,83,94,68
2020/6/17,LA,7.8,0,,67,74,62
2020/6/17,Miami,8.5,0.57,,80,84,73
2020/6/17,NYC,10.1,0,0,70,79,63
2020/6/17,Phoenix,7.8,0,,91,104,76
2020/6/17,SF,9.8,0,,64,82,54
2020/6/17,Seattle,5.8,0,0,60,73,50
2020/6/18,Atlanta,4.3,0,0,72,83,61
2020/6/18,Boston,9.8,0,0,72,88,62
2020/6/18,Chicago,5.1,0,0,78,90,66
2020/6/18,Honolulu,14.3,0,,80,88,75
2020/6/18,Houston,7.8,0,0,82,94,69
2020/6/18,LA,6.9,0,,65,70,62
2020/6/18,Miami,5.6,0.73,,79,90,73
2020/6/18,NYC,7.8,0,0,70,78,65
2020/6/18,Phoenix,6.7,0,,90,103,76
2020/6/18,SF,10.5,0,,67,86,55
2020/6/18,Seattle,7.4,0,0,64,77,53
2020/6/19,Atlanta,4.7,0,0,77,87,68
2020/6/19,Boston,11.9,0,0,77,87,68
2020/6/19,Chicago,4.9,0,0,81,93,69
2020/6/19,Honolulu,14.5,0,,80,86,74
2020/6/19,Houston,9.4,0,0,81,90,71
2020/6/19,LA,9.6,0,,66,71,63
2020/6/19,Miami,6,1,,83,90,74
2020/6/19,NYC,8.5,0,0,74,86,67
2020/6/19,Phoenix,6.3,0,,91,102,76
2020/6/19,SF,11.4,0,,65,73,55
2020/6/19,Seattle,4.9,0,0,68,81,56
2020/6/20,Atlanta,4.3,0,0,79,90,67
2020/6/20,Boston,9.6,0,0,79,92,69
2020/6/20,Chicago,9.6,0.19,0,82,91,71
2020/6/20,Honolulu,11.4,0,,79,88,73
2020/6/20,Houston,6.7,0.13,0,80,91,74
2020/6/20,LA,9.4,0,,65,70,62
2020/6/20,Miami,5.1,0,,83,91,78
2020/6/20,NYC,6.9,0,0,78,88,72
2020/6/20,Phoenix,6.9,0,,92,105,77
2020/6/20,SF,9.2,0,,61,73,55
2020/6/20,Seattle,9.4,0.03,0,67,74,60
2020/6/21,Atlanta,4.9,0.02,0,80,90,70
2020/6/21,Boston,8.1,0,0,78,87,67
2020/6/21,Chicago,6.7,0,0,76,84,69
2020/6/21,Honolulu,10.5,0,,79,86,73
2020/6/21,Houston,8.1,0,0,83,93,74
2020/6/21,LA,7.6,0,,66,72,63
2020/6/21,Miami,2.9,0.01,,85,91,80
2020/6/21,NYC,7.2,0,0,79,88,73
2020/6/21,Phoenix,7.2,0,,95,108,81
2020/6/21,SF,14.1,0,,62,69,55
2020/6/21,Seattle,7.8,0,0,63,71,56
2020/6/22,Atlanta,4.7,0.1,0,75,87,69
2020/6/22,Boston,7.8,0,0,67,71,62
2020/6/22,Chicago,6.9,1.55,0,77,88,67
2020/6/22,Honolulu,11,0,,80,88,75
2020/6/22,Houston,5.6,1.22,0,79,82,70
2020/6/22,LA,7.8,0,,66,73,62
2020/6/22,Miami,6,0,,85,93,79
2020/6/22,NYC,7.8,0,0,82,93,75
2020/6/22,Phoenix,7.2,0,,96,109,81
2020/6/22,SF,9.2,0,,62,76,55
2020/6/22,Seattle,7.6,0,0,63,80,52
2020/6/23,Atlanta,10.5,0.02,0,76,86,70
2020/6/23,Boston,9.8,0,0,72,88,63
2020/6/23,Chicago,11.4,0,0,70,78,63
2020/6/23,Honolulu,9.8,0,,80,87,72
2020/6/23,Houston,6.3,0,0,79,90,70
2020/6/23,LA,8.1,0,,65,71,61
2020/6/23,Miami,5.8,0,,87,93,81
2020/6/23,NYC,11,0,0,81,87,76
2020/6/23,Phoenix,7.4,0,,97,110,83
2020/6/23,SF,9.8,0,,64,74,58
2020/6/23,Seattle,7.4,0,0,70,85,58
2020/6/24,Atlanta,8.3,0.2,0,77,83,69
2020/6/24,Boston,9.8,0.01,0,76,86,68
2020/6/24,Chicago,6.9,0.04,0,70,81,61
2020/6/24,Honolulu,9.6,0,,80,90,75
2020/6/24,Houston,5.8,0.62,0,79,88,73
2020/6/24,LA,6.9,0,,64,70,61
2020/6/24,Miami,6,0,,88,95,83
2020/6/24,NYC,11.2,0,0,80,89,76
2020/6/24,Phoenix,6,0,,97,111,81
2020/6/24,SF,11.2,0,,63,73,58
2020/6/24,Seattle,7.6,0,0,69,78,61
2020/6/25,Atlanta,6.9,0.23,0,74,83,69
2020/6/25,Boston,9.4,0,0,77,86,69
2020/6/25,Chicago,6.5,0,0,74,86,62
2020/6/25,Honolulu,11.6,0,,80,89,75
2020/6/25,Houston,5.1,1.31,0,78,87,73
2020/6/25,LA,7.8,0,,65,72,63
2020/6/25,Miami,9.6,0,,88,94,84
2020/6/25,NYC,8.5,0,0,81,89,74
2020/6/25,Phoenix,5.1,0,,98,110,82
2020/6/25,SF,10.5,0,,62,71,55
2020/6/25,Seattle,7.2,0,0,67,81,56
2020/6/26,Atlanta,9.2,0.04,0,76,86,68
2020/6/26,Boston,9.6,0,0,76,86,67
2020/6/26,Chicago,7.6,1.55,0,75,81,70
2020/6/26,Honolulu,14.1,0,,82,89,76
2020/6/26,Houston,7.2,0,0,81,86,76
2020/6/26,LA,8.1,0,,65,70,62
2020/6/26,Miami,11,0,,88,94,83
2020/6/26,NYC,8.9,0,0,80,90,73
2020/6/26,Phoenix,7.4,0,,96,110,82
2020/6/26,SF,11.6,0,,63,71,58
2020/6/26,Seattle,5.6,0,0,70,82,57
2020/6/27,Atlanta,8.1,0.17,0,75,88,68
2020/6/27,Boston,5.8,0.02,0,74,83,65
2020/6/27,Chicago,7.4,0,0,78,88,72
2020/6/27,Honolulu,8.5,0,,81,87,75
2020/6/27,Houston,9.4,0,0,84,91,79
2020/6/27,LA,7.2,0,,65,71,61
2020/6/27,Miami,9.6,0,,88,93,84
2020/6/27,NYC,6,0.25,0,80,85,73
2020/6/27,Phoenix,7.2,0,,97,108,84
2020/6/27,SF,11.6,0,,63,74,56
2020/6/27,Seattle,8.3,0.56,0,62,64,56
2020/6/28,Atlanta,9.6,0,0,79,90,74
2020/6/28,Boston,6.9,1.19,0,70,81,64
2020/6/28,Chicago,6.3,0,0,78,85,72
2020/6/28,Honolulu,8.3,0,,80,89,73
2020/6/28,Houston,10.5,0,0,85,92,80
2020/6/28,LA,8.1,0,,66,69,63
2020/6/28,Miami,8.3,0,,87,94,83
2020/6/28,NYC,5.6,0.02,0,82,93,72
2020/6/28,Phoenix,10.1,0,,94,105,81
2020/6/28,SF,15,0,,60,67,55
2020/6/28,Seattle,6,0.34,0,58,71,52
2020/6/29,Atlanta,7.8,0,0,83,93,73
2020/6/29,Boston,6.7,0.19,0,67,73,63
2020/6/29,Chicago,7.6,0.3,0,81,93,72
2020/6/29,Honolulu,8.7,0,,80,89,74
2020/6/29,Houston,11.9,0,0,85,92,82
2020/6/29,LA,8.5,0,,66,71,63
2020/6/29,Miami,5.6,0,,88,94,84
2020/6/29,NYC,8.7,0.07,0,79,89,72
2020/6/29,Phoenix,9.4,0,,92,101,81
2020/6/29,SF,10.5,0,,63,77,55
2020/6/29,Seattle,10.5,0,0,62,72,54
2020/6/30,Atlanta,7.4,0.04,0,79,91,71
2020/6/30,Boston,6.9,0.18,0,64,68,63
2020/6/30,Chicago,6.5,0,0,79,91,73
2020/6/30,Honolulu,12.3,0,,82,89,76
2020/6/30,Houston,10.3,0,0,87,94,82
2020/6/30,LA,8.1,0,,65,71,62
2020/6/30,Miami,4.9,0,,88,98,80
2020/6/30,NYC,7.4,0,0,74,81,70
2020/6/30,Phoenix,7.8,0,,89,100,76
2020/6/30,SF,11.4,0,,64,77,55
2020/6/30,Seattle,13.6,0.13,0,60,66,54
2020/7/1,Atlanta,8.9,0.04,0,74,85,69
2020/7/1,Boston,5.6,0.07,0,66,72,63
2020/7/1,Chicago,9.2,0,0,81,89,71
2020/7/1,Honolulu,12.1,0,,82,90,76
2020/7/1,Houston,9.8,0,0,87,95,82
2020/7/1,LA,6.7,0,,65,71,63
2020/7/1,Miami,5.4,1.15,,88,96,76
2020/7/1,NYC,6.7,0,0,74,84,68
2020/7/1,Phoenix,10.3,0,,90,105,76
2020/7/1,SF,7.6,0,,61,77,55
2020/7/1,Seattle,13,0.01,0,58,66,54
2020/7/2,Atlanta,7.2,0.16,0,78,89,71
2020/7/2,Boston,6.9,0,0,71,85,64
2020/7/2,Chicago,6.5,0,0,80,91,69
2020/7/2,Honolulu,8.7,0,,80,89,75
2020/7/2,Houston,5.8,0,0,87,97,82
2020/7/2,LA,8.5,0,,67,74,62
2020/7/2,Miami,4,0,,84,95,78
2020/7/2,NYC,5.8,0,0,80,95,69
2020/7/2,Phoenix,6,0,,94,104,80
2020/7/2,SF,7.2,0,,62,70,55
2020/7/2,Seattle,10.5,0,0,58,67,55
2020/7/3,Atlanta,4.9,0,0,82,93,74
2020/7/3,Boston,12.3,0,0,72,77,62
2020/7/3,Chicago,4,0,0,81,91,69
2020/7/3,Honolulu,9.4,0,,80,88,73
2020/7/3,Houston,6.5,0,0,87,96,73
2020/7/3,LA,9.8,0,,66,72,61
2020/7/3,Miami,4.3,0.22,,86,95,81
2020/7/3,NYC,8.1,0.36,0,84,94,72
2020/7/3,Phoenix,6.3,0,,94,105,85
2020/7/3,SF,11.2,0,,61,68,55
2020/7/3,Seattle,6.3,0,0,60,66,55
2020/7/4,Atlanta,3.4,0.01,0,82,91,73
2020/7/4,Boston,8.1,0,0,65,70,61
2020/7/4,Chicago,7.4,0,0,81,89,71
2020/7/4,Honolulu,6.7,0.36,,78,86,72
2020/7/4,Houston,3.8,0,0,83,97,73
2020/7/4,LA,7.8,0,,68,76,62
2020/7/4,Miami,5.4,0,,87,94,82
2020/7/4,NYC,8.7,0,0,76,88,70
2020/7/4,Phoenix,6.9,0,,98,110,86
2020/7/4,SF,13.4,0,,62,79,53
2020/7/4,Seattle,5.4,0,0,60,71,54
2020/7/5,Atlanta,6.7,0,0,82,92,74
2020/7/5,Boston,7.6,0.11,0,69,79,64
2020/7/5,Chicago,4.9,0,0,82,94,71
2020/7/5,Honolulu,8.1,0,,80,87,72
2020/7/5,Houston,5.8,0,0,86,96,79
2020/7/5,LA,6.5,0,,70,80,63
2020/7/5,Miami,4.7,0.05,,87,94,78
2020/7/5,NYC,7.4,0,0,81,96,74
2020/7/5,Phoenix,8.5,0,,100,112,87
2020/7/5,SF,19.9,0,,64,72,55
2020/7/5,Seattle,5.1,0,0,63,74,55
2020/7/6,Atlanta,8.3,1.21,0,79,87,73
2020/7/6,Boston,8.9,0,0,68,70,63
2020/7/6,Chicago,4.3,0,0,85,95,75
2020/7/6,Honolulu,10.7,0.01,,81,89,74
2020/7/6,Houston,6,0,0,86,91,82
2020/7/6,LA,7.4,0,,70,78,63
2020/7/6,Miami,2.2,0.41,,82,91,77
2020/7/6,NYC,7.6,0.05,0,84,96,74
2020/7/6,Phoenix,7.4,0,,99,111,83
2020/7/6,SF,25.1,0,,61,67,55
2020/7/6,Seattle,7.8,0,0,63,72,56
2020/7/7,Atlanta,7.6,0,0,77,87,73
2020/7/7,Boston,9.6,0,0,68,80,62
2020/7/7,Chicago,7.2,0.19,0,87,96,73
2020/7/7,Honolulu,11.2,0.01,,80,87,73
2020/7/7,Houston,5.6,0.56,0,86,94,80
2020/7/7,LA,7.2,0,,70,76,64
2020/7/7,Miami,3.6,0,,85,95,80
2020/7/7,NYC,10.1,0,0,75,81,72
2020/7/7,Phoenix,6.7,0,,98,111,84
2020/7/7,SF,17.9,0,,60,71,52
2020/7/7,Seattle,8.9,0,0,62,70,56
2020/7/8,Atlanta,6.3,0,0,80,86,74
2020/7/8,Boston,12.3,0,0,74,85,67
2020/7/8,Chicago,4.5,0,0,81,93,74
2020/7/8,Honolulu,12.8,0,,81,87,76
2020/7/8,Houston,7.6,0,0,87,96,82
2020/7/8,LA,7.4,0,,69,76,62
2020/7/8,Miami,3.8,0.44,,87,95,79
2020/7/8,NYC,8.9,0.01,0,81,89,77
2020/7/8,Phoenix,8.1,0,,101,111,90
2020/7/8,SF,12.5,0,,61,73,53
2020/7/8,Seattle,6,0,0,62,73,56
2020/7/10,Atlanta,6.5,0.01,0,80,92,72
2020/7/10,Boston,11,0,0,74,78,69
2020/7/10,Chicago,11,0.33,0,79,86,71
2020/7/10,Honolulu,14.5,0,,82,89,78
2020/7/10,Houston,6.5,0,0,87,100,79
2020/7/10,LA,7.2,0,,68,76,63
2020/7/10,Miami,5.1,0.35,,87,97,79
2020/7/10,NYC,16.1,2.45,0,77,79,74
2020/7/10,Phoenix,11.4,0,,101,111,91
2020/7/10,SF,15.9,0,,60,73,52
2020/7/10,Seattle,5.4,0,0,62,73,54
2020/7/11,Atlanta,11.9,0,0,83,92,73
2020/7/11,Boston,15.7,0.01,0,77,89,69
2020/7/11,Chicago,8.1,0,0,78,85,71
2020/7/11,Honolulu,14.1,0,,82,89,77
2020/7/11,Houston,6.5,0,0,89,101,81
2020/7/11,LA,8.1,0,,69,79,63
2020/7/11,Miami,4.9,0.94,,83,90,78
2020/7/11,NYC,11,0.06,0,80,88,75
2020/7/11,Phoenix,10.1,0,,103,115,94
2020/7/11,SF,14.3,0,,62,76,53
2020/7/11,Seattle,9.2,0,0,63,70,54
2020/7/12,Atlanta,6.9,0,0,80,89,69
2020/7/12,Boston,14.3,0,0,80,89,72
2020/7/12,Chicago,10.3,0,0,76,79,68
2020/7/12,Honolulu,12.5,0,,81,87,77
2020/7/12,Houston,5.6,0,0,88,97,79
2020/7/12,LA,6.9,0,,73,81,67
2020/7/12,Miami,6.9,0,,83,91,80
2020/7/12,NYC,11.4,0.05,0,82,93,76
2020/7/12,Phoenix,7.2,0,,104,116,93
2020/7/12,SF,15,0,,63,76,54
2020/7/12,Seattle,9.8,0,0,62,72,59
2020/7/13,Atlanta,8.1,0,0,78,90,68
2020/7/13,Boston,7.8,0.07,0,78,85,69
2020/7/13,Chicago,5.1,0,0,74,84,65
2020/7/13,Honolulu,11.2,0.01,,79,89,74
2020/7/13,Houston,7.4,0,0,89,101,81
2020/7/13,LA,8.7,0,,71,78,64
2020/7/13,Miami,6,0.03,,85,94,80
2020/7/13,NYC,8.9,0,0,83,91,76
2020/7/13,Phoenix,7.6,0,,105,114,93
2020/7/13,SF,12.8,0,,62,73,55
2020/7/13,Seattle,8.5,0,0,64,76,55
2020/7/14,Atlanta,5.1,0,0,83,93,72
2020/7/14,Boston,8.9,0.62,0,71,76,66
2020/7/14,Chicago,7.8,0,0,76,86,68
2020/7/14,Honolulu,9.6,0.18,,80,88,73
2020/7/14,Houston,8.7,0,0,88,99,81
2020/7/14,LA,8.7,0,,69,75,63
2020/7/14,Miami,3.6,0.13,,87,97,80
2020/7/14,NYC,9.4,0,0,81,89,74
2020/7/14,Phoenix,8.5,0,,101,111,90
2020/7/14,SF,6.7,0,,62,75,55
2020/7/14,Seattle,7.4,0,0,67,81,54
2020/7/15,Atlanta,3.4,0.21,0,83,91,75
2020/7/15,Boston,8.9,0.07,0,66,70,62
2020/7/15,Chicago,9.8,0.46,0,80,88,66
2020/7/15,Honolulu,13.9,0,,81,87,75
2020/7/15,Houston,7.6,0,0,88,99,81
2020/7/15,LA,8.7,0,,67,72,62
2020/7/15,Miami,3.4,0,,86,95,80
2020/7/15,NYC,9.8,0,0,77,82,72
2020/7/15,Phoenix,7.4,0,,100,109,89
2020/7/15,SF,8.3,0,,63,73,58
2020/7/15,Seattle,6.9,0,0,71,84,57
2020/7/16,Atlanta,4.5,0,0,80,92,73
2020/7/16,Boston,8.9,0,0,65,69,60
2020/7/16,Chicago,7.6,0,0,73,85,68
2020/7/16,Honolulu,8.7,0,,81,90,75
2020/7/16,Houston,6.3,0,0,88,100,80
2020/7/16,LA,9.4,0,,66,72,62
2020/7/16,Miami,7.4,0.05,,85,94,80
2020/7/16,NYC,10.5,0,0,75,80,71
2020/7/16,Phoenix,6.7,0,,100,111,88
2020/7/16,SF,11.4,0,,63,74,56
2020/7/16,Seattle,6.5,0,0,69,77,58
2020/7/17,Atlanta,4.7,0,0,84,93,76
2020/7/17,Boston,9.4,0.11,0,64,74,59
2020/7/17,Chicago,7.2,0,0,78,90,68
2020/7/17,Honolulu,8.9,0,,82,90,77
2020/7/17,Houston,7.6,0.06,0,85,92,78
2020/7/17,LA,9.6,0,,67,74,63
2020/7/17,Miami,6.9,1.27,,85,92,74
2020/7/17,NYC,8.5,0.04,0,76,86,71
2020/7/17,Phoenix,5.8,0,,100,109,90
2020/7/17,SF,6.7,0,,63,76,58
2020/7/17,Seattle,5.8,0.13,0,65,72,58
2020/7/18,Atlanta,4.9,0,0,85,95,77
2020/7/18,Boston,6.7,0,0,77,91,68
2020/7/18,Chicago,12.5,0,0,83,91,77
2020/7/18,Honolulu,11.9,0,,83,91,76
2020/7/18,Houston,6,0.1,0,83,94,76
2020/7/18,LA,10.5,0,,67,72,62
2020/7/18,Miami,7.4,1.37,,79,86,74
2020/7/18,NYC,6.3,0,0,83,95,74
2020/7/18,Phoenix,9.2,0,,101,111,91
2020/7/18,SF,10.3,0,,65,75,58
2020/7/18,Seattle,8.3,0,0,66,80,57
2020/7/19,Atlanta,3.6,0,0,84,95,75
2020/7/19,Boston,11.6,0,0,82,95,70
2020/7/19,Chicago,12.3,0.18,0,81,84,73
2020/7/19,Honolulu,16.1,0,,83,90,78
2020/7/19,Houston,6,0.03,0,85,96,76
2020/7/19,LA,10.1,0,,65,71,61
2020/7/19,Miami,9.6,0.06,,86,93,80
2020/7/19,NYC,10.5,0,0,87,97,80
2020/7/19,Phoenix,8.5,0,,101,108,93
2020/7/19,SF,11.4,0,,63,74,58
2020/7/19,Seattle,7.2,0,0,72,84,59
2020/7/20,Atlanta,4.9,0.07,0,86,95,77
2020/7/20,Boston,13,0,0,82,93,75
2020/7/20,Chicago,7.6,0,0,78,87,68
2020/7/20,Honolulu,13.2,0,,82,89,77
2020/7/20,Houston,8.3,0.17,0,81,91,77
2020/7/20,LA,8.3,0,,65,71,60
2020/7/20,Miami,10.7,0.01,,85,92,77
2020/7/20,NYC,8.5,0,0,89,97,84
2020/7/20,Phoenix,6.7,0,,100,103,93
2020/7/20,SF,14.5,0,,62,69,55
2020/7/20,Seattle,6.9,0,0,74,87,62
2020/7/21,Atlanta,5.1,0.04,0,83,95,75
2020/7/21,Boston,10.3,0,0,83,90,74
2020/7/21,Chicago,6.7,0.03,0,77,83,73
2020/7/21,Honolulu,6.9,0,,81,90,74
2020/7/21,Houston,8.7,0.46,0,78,89,75
2020/7/21,LA,8.1,0,,66,73,59
2020/7/21,Miami,10.5,0.44,,83,89,76
2020/7/21,NYC,7.8,0,0,87,95,79
2020/7/21,Phoenix,7.4,0,,98,109,89
2020/7/21,SF,11,0,,61,71,55
2020/7/21,Seattle,6.7,0,0,72,81,62
2020/7/22,Atlanta,4,0,0,81,93,73
2020/7/22,Boston,8.1,0.32,0,75,79,68
2020/7/22,Chicago,8.7,0,0,78,88,70
2020/7/22,Honolulu,6.7,0.11,,80,84,74
2020/7/22,Houston,5.8,0.08,0,81,91,76
2020/7/22,LA,7.8,0,,63,70,59
2020/7/22,Miami,5.4,1.77,,81,88,76
2020/7/22,NYC,7.8,0.84,0,85,95,74
2020/7/22,Phoenix,5.8,0,,98,107,88
2020/7/22,SF,8.5,0,,63,74,58
2020/7/22,Seattle,6.5,0.02,0,66,73,59
2020/7/23,Atlanta,5.4,0,0,84,93,74
2020/7/23,Boston,7.8,0.57,0,76,89,68
2020/7/23,Chicago,7.4,0,0,74,83,65
2020/7/23,Honolulu,9.8,0,,80,89,73
2020/7/23,Houston,7.6,0,0,85,96,76
2020/7/23,LA,8.1,0,,65,73,61
2020/7/23,Miami,8.9,0.37,,83,88,75
2020/7/23,NYC,9.4,0.03,0,81,92,76
2020/7/23,Phoenix,10.3,0,,96,98,86
2020/7/23,SF,11.2,0,,63,73,56
2020/7/23,Seattle,7.4,0,0,63,69,58
